;RF1011;RF1012;RF1013;RF1020;RF1031;RF1032
2016-06-30;1,011792;1,008086;1,180644;1,083381;14,220279;8,88547
2016-07-31;0,91249;0,931098;-0,685249;1,016832;-19,315601;1,412106
2016-08-31;1,049252;1,032374;2,992716;0,851024;1,863009;1,072904
2016-09-30;1,022986;1,017483;0,513153;1,046402;-1,666063;-2,371736
2016-10-31;0,987776;1,001845;6,445387;1,036176;2,464164;-5,576754
2016-11-30;1,019875;1,030075;3,805691;0,975397;-2,020435;-2,660584
2016-12-31;0,990538;1,071683;1,953672;1,097226;-15,436718;-8,827984
2017-01-31;1,016604;0,997717;-1,939263;0,939205;-2,276811;2,003477
2017-02-28;0,919446;0,902866;-7,843008;0,922932;-6,458248;-8,143202
2017-03-31;1,078535;1,052375;-0,69936;1,060258;7,732082;6,440318
2017-04-30;0,957564;0,939238;-5,632943;1,005464;9,479978;3,006383
2017-05-31;1,04991;1,025639;1,11921;0,964547;9,601498;5,069186
2017-06-30;1,004954;0,999889;0,951727;1,080895;14,615473;7,954109
2017-07-31;0,918755;0,932202;-1,492715;1,01053;-17,493311;0,167736
2017-08-31;1,03627;1,027529;2,912867;0,857229;3,881953;0,962973
2017-09-30;0,983507;0,984448;-0,597755;1,039565;-1,00641;-4,363997
2017-10-31;1,037577;1,052993;6,328641;1,033586;2,024001;0,365049
2017-11-30;1,009061;1,016432;4,610209;0,968032;-2,296446;-4,234937
2017-12-31;0,957105;1,038077;0,495969;1,077125;-17,710846;-11,677731
2018-01-31;1,065207;1,038685;-0,314743;0,954591;-2,463601;6,103055
2018-02-28;0,920339;0,904947;-8,481939;0,931493;-7,997674;-7,832922
2018-03-31;1,053631;1,006781;0,079186;1,061826;7,400887;2,211159
2018-04-30;0,980425;0,971582;-4,671928;1,011646;8,584635;4,777125
2018-05-31;1,035093;1,022224;0,696063;0,969751;9,42781;4,839596
2018-06-30;0,9693;0,96363;-0,361007;1,069808;15,049891;3,905164
2018-07-31;0,966397;0,981149;1,524177;1,011612;-15,13988;4,650591
2018-08-31;1,028787;1,017305;1,889028;0,86107;5,190161;-0,158687
2018-09-30;0,941815;0,949858;-3,462394;1,030781;0,558728;-6,650772
2018-10-31;1,089841;1,100354;8,90295;1,034985;2,06521;5,105298
2018-11-30;1,00116;1,013647;3,595871;0,959754;-1,770459;-3,753418
2018-12-31;0,965126;1,039903;0,369574;1,065903;-20,149152;-12,561211
2019-01-31;1,0507;1,0299;0,217777;0,969187;-2,163009;6,678097
2019-02-28;0,921754;0,905099;-8,625368;0,940955;-8,484075;-7,643354
2019-03-31;0,991676;0,969943;-1,912763;1,059528;6,245837;-1,249736
2019-04-30;1,054801;1,016812;-1,144315;1,019411;7,874552;7,750726
2019-05-31;1,025635;1,012533;-0,757976;0,966481;7,812432;3,627682
2019-06-30;0,932027;0,92723;-1,455402;1,058171;16,03205;-0,508958
2019-07-31;1,017486;1,027031;3,63318;1,01388;-14,264425;8,023394
2019-08-31;0,978109;0,976481;0,348286;0,861901;5,376101;-3,873893
2019-09-30;0,984759;0,988244;-3,028856;1,028239;2,747406;-2,556815
2019-10-31;1,077539;1,096714;9,229836;1,02795;2,234636;6,848924
2019-11-30;0,964823;0,981855;1,234446;0,955142;-1,447462;-6,422226
