;;period;start;end;n;missing;log;adjust;ll;adjustedll;ssqerr;aic;bic;aicc;bicc;bic2;hannanquinn;nparams;nobs;neffectiveobs;df;p;d;q;bp;bd;bq;theta(1);;;theta(2);;;theta(3);;;phi(1);;;phi(2);;;phi(3);;;btheta(1);;;bphi(1);;;start;end;n;missing;mean;nlp;ntd;leaster;nmh;nout;nao;nls;ntc;nso;nusers;mu;;;lp;;;td(1);;;td(2);;;td(3);;;td(4);;;td(5);;;td(6);;;td-derived;;;td-ftest;easter;;;outlier(1);;;outlier(2);;;outlier(3);;;outlier(4);;;outlier(5);;;outlier(6);;;outlier(7);;;outlier(8);;;outlier(9);;;outlier(10);;;outlier(11);;;outlier(12);;;outlier(13);;;outlier(14);;;outlier(15);;;outlier(16);;;outlier(17);;;outlier(18);;;outlier(19);;;outlier(20);;;outlier(21);;;outlier(22);;;outlier(23);;;outlier(24);;;outlier(25);;;outlier(26);;;outlier(27);;;outlier(28);;;outlier(29);;;outlier(30);;;ser;type;mean;skewness;kurtosis;doornikhansen;lb;bp;lb2;bp2;seaslb;seasbp;nruns;lruns;nudruns;ludruns;mode;seasonal;icratio;trend-filter;seasonal-filters;d9-global-msr;seas-lin-combined;seas-lin-evolutive;seas-lin-stable;seas-si-combined;seas-si-combined3;seas-si-evolutive;seas-si-stable;seas-res-combined;seas-res-combined3;seas-res-evolutive;seas-res-stable;seas-sa-combined;seas-sa-combined3;seas-sa-evolutive;seas-sa-stable;seas-i-combined;seas-i-combined3;seas-i-evolutive;seas-i-stable;seas-lin-qs;seas-lin-f;seas-lin-friedman;seas-lin-kw;seas-lin-periodogram;seas-lin-spectralpeaks;seas-res-qs;seas-res-f;seas-res-friedman;seas-res-kw;seas-res-periodogram;seas-res-spectralpeaks;seas-sa-qs;seas-sa-f;seas-sa-friedman;seas-sa-kw;seas-sa-periodogram;seas-sa-spectralpeaks;seas-i-qs;seas-i-f;seas-i-friedman;seas-i-kw;seas-i-periodogram;seas-i-spectralpeaks;seas-sa-ac1;td-res-all;td-res-last;td-sa-all;td-sa-last;td-i-all;td-i-last;m1;m2;m3;m4;m5;m6;m7;m8;m9;m10;m11;q;q-m2;summary
RF2910;;12;1990-01-01;2021-09-01;381;0;0;None;-1332,627193918;-1332,627193918;29623,892341105;2701,254387836;2771,599880723;2703,214273223;4,661181295;7,531521415;2729,201958339;18;381;368;350;0;1;1;1;1;1;-0,414446;-8,4752;0;;;;;;;;;;;;;;;;-0,743256;-12,3639;0;-0,226819;-2,6694;0,008;1990-01-01;2021-09-01;381;0;0;1;6;1;1;6;4;1;1;0;0;;;;Leap year;5,478304;2,1445;monday;0,904817;1,1329;tuesday;1,927557;2,4196;wednesday;1,214657;1,5161;thursday;0,302592;0,3773;friday;0,882431;1,0993;saturday;-1,048491;-1,3199;td-derived;-4,183563;-5,1994;14,065793;Easter [1];-7,410994;-4,5821;AO (8-2004);-38,730033;-5,3223;AO (8-2005);-32,682319;-4,4875;LS (11-2008);-39,880977;-5,3444;AO (5-2011);32,433058;4,6774;AO (3-2020);-56,682044;-7,1399;TC (4-2020);-109,093617;-12,6303;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;FullResiduals;-0,033558;-0,126037;3,891883;12,1322;21,844361;21,017777;23,220208;22,341924;0;0;-1,248021;11,515352;-0,371818;2,86739;Additive;1;2,236527117;13;S3X5;3,896091378;Present;0,003501037;0;Present;Present;0,001051126;0;None;None;0,31780422;0,847260303;None;None;0,003051266;0,996670856;None;None;0,384373249;0,993300486;690,019128;98,16451;290,801489;317,253254;370,439974;AT.AT.AT.AT.AT.AT;0;1,87559;5,574359;3,465661;0,553521;--.A-.--.--.--.--;0,036862;0,136371;2,062035;1,055897;0,272206;--.--.--.--.--.--;1,378183;0,153599;0,806452;0,243654;0,270128;--.--.--.--.--.--;-0,374031689;0,048856;0,048856;0,010463;0,010463;0,010147;0,010147;0,222539017;0,090026353;0,618263558;0,582908392;0,592550115;0,041563449;0,128445915;0,349379128;0,076109628;0,260887767;0,243072752;0,283015584;0,306868185;Good
RF2920;;12;1990-01-01;2021-09-01;381;0;0;None;-1225,954629232;-1225,954629232;16532,064406849;2499,909258464;2593,70324898;2503,407800738;4,174229317;7,048106655;2537,172685801;24;381;368;344;0;1;1;1;1;1;-0,45916;-9,7483;0;;;;;;;;;;;;;;;;-0,876523;-14,5807;0;-0,502491;-5,7993;0;1990-01-01;2021-09-01;381;0;0;1;6;0;0;13;5;4;4;0;0;;;;Leap year;2,686262;1,453;monday;1,402982;2,4181;tuesday;-0,086022;-0,1479;wednesday;0,829681;1,4304;thursday;0,24231;0,4156;friday;0,91438;1,5686;saturday;-1,405477;-2,4718;td-derived;-1,897855;-3,3029;6,109132;;;;LS (1-1991);30,468096;4,925;AO (8-2007);-19,638612;-3,5058;TC (10-2007);24,545537;4,3382;TC (1-2008);25,999049;4,4246;AO (4-2008);23,496845;4,5885;LS (8-2008);-42,863199;-6,9023;TC (9-2008);37,226968;5,7727;LS (1-2009);-26,104355;-4,4152;AO (5-2011);22,52527;4,4477;LS (7-2016);-19,110676;-3,6502;AO (2-2019);18,990966;3,6847;TC (3-2020);-64,611655;-11,291;AO (4-2020);-40,340118;-7,6191;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;FullResiduals;0,599914;-0,124586;3,27837;2,444896;34,379417;32,877641;39,714608;38,247863;0,026614;0,025607;-1,565472;17,575646;-1,487273;75,130657;Additive;1;2,131471025;13;S3X5;3,472663858;Present;0,000044984;0;Present;Present;0,000347797;0;None;None;0,281768782;0,830091163;None;None;0,268478721;0,998672312;None;None;0,387708988;0,990801817;674,501447;212,579448;271,287841;308,304333;319,599606;AT.AT.AT.AT.AT.AT;0,026614;1,046159;5,851282;4,668625;0,643267;--.--.--.--.-t.--;5,137585;0,136802;1,173697;2,483361;0,238006;--.--.--.--.--.--;4,63686;0,189883;0,379653;1,25742;0,245443;--.--.--.--.--.--;-0,361900757;0,244826;0,244826;0,049257;0,049257;0,052347;0,052347;0,195234844;0,222910517;0,565735512;0,504136988;0,563174237;0,210934457;0,131905148;0,356549589;0,109338692;0,271091803;0,267746573;0,301899405;0,311662076;Good
RF2931;;12;1990-01-01;2021-09-01;381;0;1;LeapYear;481,961741007;-1078,642281362;1,550277376;2195,284562723;2269,538138549;2197,468470769;-5,180666753;-2,314320397;2224,784776032;19;381;368;349;0;1;1;0;1;1;-0,541385;-12,4225;0;;;;;;;;;;;;;;;;-0,544562;-10,6299;0;;;;1990-01-01;2021-09-01;381;0;0;0;6;8;1;9;3;2;4;0;0;;;;;;;monday;0,018478;2,9251;tuesday;0,006075;0,9761;wednesday;0,00798;1,2717;thursday;-0,001445;-0,2298;friday;0,0116;1,8216;saturday;-0,012461;-2,0028;td-derived;-0,030228;-4,8056;12,149583;Easter [8];-0,059108;-4,6793;AO (8-1996);0,25596;4,9317;LS (8-2008);-0,217456;-4,3543;TC (11-2008);-0,266853;-4,743;AO (12-2008);-0,46659;-8,5433;AO (12-2012);-0,282466;-5,4363;TC (3-2020);-0,383179;-6,5355;TC (4-2020);-1,129919;-19,273;TC (6-2020);0,372939;6,5626;LS (5-2021);-0,256735;-4,4303;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;FullResiduals;0,087189;0,164964;3,761542;9,517888;31,938372;30,490994;37,97966;36,543241;0,224525;0,21603;0,419917;9,451238;-0,371818;1,964145;Multiplicative;1;2,476816228;13;S3X5;3,372536644;Present;0,95230043;0;Present;ProbablyNone;0,948338203;0;None;None;0,119454771;0,975953199;None;None;0,000000011;0,802855633;None;None;0,239785321;0,875805258;626,298726;65,565722;284,022333;316,349333;195,245741;AT.AT.AT.AT.AT.AT;0,224525;0,974196;4,923077;4,703679;0,322486;--.--.--.--.--.--;0;0,466161;2,60794;2,282959;0,282413;--.--.--.--.--.--;0;0,681475;1,655087;1,166018;0,516267;--.--.--.--.--.--;-0,426147155;0,22817;0,22817;0,014606;0,014606;0,014175;0,014175;0,231256428;0,149581686;0,738408114;0,17329709;0,705008055;0,250985342;0,153503237;0,559978859;0,183083845;0,466174063;0,437913879;0,345742117;0,369986664;Good
RF2932;;12;1990-01-01;2021-09-01;381;0;0;None;-1160,869625884;-1160,869625884;11768,320794747;2361,739251769;2439,900910532;2364,160001048;3,770120474;6,630165518;2392,792107883;20;381;368;348;3;1;1;0;1;1;0,872368;11,7959;0;;;;;;;1,301025;14,8986;0;0,659157;7,8193;0;0,291105;5,5354;0;-0,399591;-6,8153;0;;;;1990-01-01;2021-09-01;381;0;0;1;6;8;1;6;1;1;4;0;0;;;;Leap year;2,634634;1,7923;monday;0,471762;0,9975;tuesday;1,148816;2,4325;wednesday;0,361873;0,7589;thursday;-0,133964;-0,2828;friday;1,373834;2,84;saturday;-1,411794;-2,9649;td-derived;-1,810528;-3,7897;11,058051;Easter [8];-5,155001;-5,6441;LS (8-2008);-17,936157;-4,1477;TC (11-2008);-24,085268;-5,3016;TC (12-2008);-18,495416;-4,089;AO (5-2011);16,736849;4,0989;TC (3-2020);-42,989867;-9,1809;TC (4-2020);-54,735614;-11,7505;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;FullResiduals;-0,416564;-0,29723;3,206731;5,426902;55,180971;52,570407;45,743108;44,378807;0,960217;0,923885;-0,617612;25,327614;-1,115455;5,205703;Additive;1;2,006017498;13;S3X3;3,057883383;Present;0,000000009;0;Present;Present;0,000000001;0;None;None;0,057129162;0,999895363;None;None;0,000252028;0,99680784;None;None;0,036602057;0,967972458;705,932034;99,197456;300,73201;333,390397;234,950208;AT.AT.AT.AT.AT.AT;0,960217;1,372853;3,34359;3,579202;0,0721;--.--.-t.--.--.--;3,680542;0,372966;5,451613;3,058781;0,3384;--.--.--.--.-t.--;1,902587;0,374572;2,746898;1,435371;0,347491;--.--.--.--.-t.--;-0,343688046;0,050931;0,050931;0,072349;0,072349;0,132642;0,132642;0,115418633;0,042385298;0,503008749;0,551399831;0,515552599;0,376846647;0,187022609;0,559245055;0,071036378;0,548325248;0,490948148;0,318536221;0,356987615;Good
RF3011;;12;1990-01-01;2021-09-01;381;0;1;None;942,071780111;-761,798388669;0,114151594;1599,596777338;1748,103928988;1608,605895879;-7,484291674;-4,509881545;1658,597203955;38;381;368;330;2;1;1;0;1;1;-0,843408;-33,9324;0;;;;;;;0,337789;7,5694;0;0,605015;13,5675;0;;;;1;35,9919;0;;;;1990-01-01;2021-09-01;381;0;0;0;0;1;1;32;21;5;6;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Easter [1];-0,004373;-2,0432;AO (8-2011);0,054063;3,9177;AO (8-2012);0,1834;6,9584;LS (10-2012);-0,066348;-8,9101;TC (11-2012);0,062545;5,2103;AO (12-2012);0,062575;7,8624;TC (4-2013);0,065821;7,3042;AO (5-2013);-0,236202;-31,6277;AO (8-2013);-0,564839;-20,7826;AO (10-2013);0,067147;10,0392;AO (11-2013);0,113733;9,8545;AO (2-2014);-0,026367;-4,356;AO (4-2014);0,144166;15,764;AO (8-2014);-0,213099;-13,0489;AO (9-2014);0,198219;31,8132;LS (12-2014);0,077751;16,7966;AO (12-2015);0,076498;10,0843;TC (4-2017);-0,188058;-27,2198;LS (9-2017);0,140064;26,8094;TC (2-2018);-0,074556;-6,6402;AO (6-2018);0,099457;6,313;AO (8-2018);-0,050942;-5,1744;AO (11-2018);0,099238;9,0532;AO (1-2019);-0,085163;-10,8538;TC (2-2019);0,084902;6,106;AO (5-2019);0,256886;25,7665;AO (6-2019);-0,104485;-6,267;LS (8-2019);0,038503;5,039;TC (3-2020);-0,28381;-27,408;AO (4-2020);-0,530894;-37,9978;AO (7-2020);0,103356;8,6984;0;FullResiduals;1,432424;0,35245;10,142693;252,414767;99,568696;95,577535;499,880971;480,677786;40,495535;38,963272;-2,72151;141,58101;-0,991515;5701,682363;Multiplicative;1;5,591380603;23;S3X3;1,804325644;None;0;0;None;Present;0;0;None;None;0;0,357237771;None;None;0;0,818511806;None;None;0;0,906645524;544,585517;19,018144;93,251378;81,385479;12,145299;at.AT.AT.At.AT.-t;40,495535;1,121002;8,379487;8,195129;1,11183;--.--.--.--.--.--;119,199136;0,594227;15,387097;9,567503;0,485304;-t.--.--.--.--.--;131,815614;0,693781;17,411911;8,2793;0,468994;-t.--.--.--.--.--;-0,328757845;1,054101;1,054101;0,406679;0,406679;0,436849;0,436849;0,240804307;0,103521661;2,295690302;3;2,222551406;0,878269743;1,435873492;0,801010654;0,571871352;1,888153148;1,705283937;1,386459945;1,565096921;Severe
RF3012;;12;1990-01-01;2021-09-01;381;0;1;LeapYear;335,19223657;-1206,100531376;3,47336529;2448,201062752;2518,546555639;2450,160948139;-4,390031245;-1,53271462;2476,148633254;18;381;368;350;0;1;1;0;1;1;-0,523266;-10,4953;0;;;;;;;;;;;;;;;;-0,272445;-4,7399;0;;;;1990-01-01;2021-09-01;381;0;0;0;6;0;0;9;6;2;1;0;0;;;;;;;monday;0,005459;0,6726;tuesday;0,022228;2,7369;wednesday;0,00846;1,0383;thursday;-0,0118;-1,4391;friday;0,023321;2,816;saturday;-0,03269;-4,0582;td-derived;-0,014978;-1,8552;9,596407;;;;AO (8-2003);-0,302253;-4,3126;AO (8-2007);0,440327;5,8492;AO (8-2008);0,477315;6,2865;LS (11-2008);-0,296219;-4,2497;AO (1-2009);-0,820139;-11,5858;TC (5-2009);-0,484825;-6,6966;LS (3-2020);-0,536414;-7,5085;AO (4-2020);-1,453757;-19,6009;AO (8-2020);0,671183;9,3206;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;FullResiduals;0,043717;-0,185945;3,903983;12,314588;34,707491;33,219627;44,544055;42,741036;0,439458;0,42283;-3,616702;68,364237;-1,735152;79,643359;Multiplicative;1;2,053949863;13;S3X3;2,794815499;Present;0,655626355;0;Present;ProbablyNone;0,390347185;0;None;None;0,068816874;0,589616335;None;None;0;0,927029849;None;None;0,00218177;0,668329136;713,266235;435,109627;236,305211;256,653397;647,904587;AT.AT.AT.AT.AT.AT;0,439458;0,313333;6,353846;6,435859;0,84197;--.--.--.--.--.--;4,489352;0,414018;3,317618;3,733742;0,276187;--.--.--.--.--.--;5,985314;0,741688;2,766749;2,219965;0,450074;--.--.--.--.--.a-;-0,359551858;0,165624;0,165624;0,067595;0,067595;0,057992;0,057992;0,027601712;0,022243096;0,526974932;0,504136988;0,662142054;0,4820738;0,189681986;0,506356973;0,208372918;0,458972889;0,425528336;0,322916543;0,364782466;Good
RF3020;;12;1990-01-01;2021-09-01;381;0;0;None;-1279,806319061;-1279,806319061;22403,559238433;2607,612638121;2701,406628637;2611,111180395;4,478147365;7,340778882;2644,876065458;24;381;368;344;0;1;1;0;1;1;-0,767634;-22,152;0;;;;;;;;;;;;;;;;-0,415703;-7,0664;0;;;;1990-01-01;2021-09-01;381;0;0;1;6;0;0;14;5;2;7;0;0;;;;Leap year;2,814213;1,1347;monday;-0,679422;-0,8431;tuesday;0,507433;0,628;wednesday;1,384805;1,7376;thursday;-1,106952;-1,3864;friday;3,392312;4,236;saturday;-3,646409;-4,6173;td-derived;0,148233;0,187;7,251167;;;;AO (5-1991);30,128329;4,5514;AO (11-1992);36,210602;5,423;TC (4-1993);25,937848;4,3263;TC (11-1993);30,670506;5,3006;TC (4-1994);31,628014;5,3113;TC (2-1997);44,280523;7,4618;TC (7-1997);23,772806;3,9331;LS (1-1998);27,065731;5,4145;TC (4-1999);27,459474;4,923;AO (2-2000);24,72366;3,5994;LS (11-2001);22,203182;4,8369;AO (12-2001);-25,92485;-3,8708;TC (3-2020);-41,799254;-7,13;AO (5-2020);-27,733688;-4,0992;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;FullResiduals;-0,058346;-0,145296;2,680412;3,146421;33,975071;32,646875;42,279532;40,270097;0,663936;0,638814;0,22947;54,283613;1,239394;3,999139;Additive;1;5,192919274;23;S3X5;3,546080323;Present;0,010060372;0;Present;Present;0,031749773;0;None;None;0,005343743;0,402955439;None;None;0,00767359;0,995969677;None;None;0,008337153;0,987631134;495,377663;85,817573;187,997519;202,840758;46,657916;AT.AT.AT.AT.AT.At;0,663936;0,609032;9,25641;10,566392;1,002906;a-.--.--.--.--.--;0;0,537799;2,771712;3,262266;0,350655;--.--.--.--.--.--;0,009238;0,397377;1,580645;1,458;0,282217;--.--.--.--.--.--;-0,544685671;0,050424;0,050424;0,02176;0,02176;0,021717;0,021717;0,803911571;0,580781847;2,096459637;0,252068494;2,499056034;0,181567871;0,31107937;0,743721745;0,421258237;0,40782272;0,370338185;0,835810876;0,867331318;Good
RF3030;;12;1990-01-01;2021-09-01;381;0;1;LeapYear;400,472599782;-1170,057581998;2,407197456;2362,115163995;2405,104076315;2362,856737029;-4,869074017;-1,999881215;2379,194234858;11;381;368;357;0;1;1;0;1;1;-0,733898;-20,8258;0;;;;;;;;;;;;;;;;-0,574874;-12,416;0;;;;1990-01-01;2021-09-01;381;0;0;0;6;8;1;1;0;1;0;0;0;;;;;;;monday;0,015533;1,8208;tuesday;0,017303;2,0418;wednesday;0,002906;0,342;thursday;-0,001328;-0,156;friday;0,019029;2,2164;saturday;-0,021837;-2,599;td-derived;-0,031607;-3,7097;10,419496;Easter [8];-0,05061;-2,9327;LS (3-2020);-0,457482;-8,818;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;FullResiduals;0,261091;-0,117745;2,994203;0,889961;30,391339;29,166161;35,516993;34,236799;0,16988;0,163452;-1,039166;95,174504;-0,123939;3,945624;Multiplicative;1;4,685539543;23;S3X5;4,280295802;Present;0,589711288;0;Present;None;0,885373386;0;None;None;0,012839657;0,434836698;None;None;0,000031743;0,999154504;None;None;0,104832174;0,998863386;427,40191;29,752945;189,491315;215,034833;40,538595;aT.At.AT.AT.AT.AT;0,16988;0,347399;8,774359;11,038989;1,037983;--.A-.--.--.--.--;0;0,200338;1,80397;1,674399;0,151681;--.--.--.--.--.--;0;0,12179;1,387097;1,098164;0,160347;--.--.--.--.--.--;-0,483756366;0,090645;0,090645;0,023735;0,023735;0,030633;0,030633;1,063031486;0,840175995;1,842769772;0,252068494;1,894979974;0,112118321;0,371839788;0,855083701;0,418051807;1,000468753;0,937444575;0,856391775;0,858395972;Good
RF3091;;12;1990-01-01;2021-09-01;381;0;0;None;-1816,020500278;-1816,020500278;414092,610499319;3648,041000556;3679,305664062;3648,442114763;7,138143999;9,998113218;3660,462143002;8;381;368;360;0;1;1;0;1;1;-0,590362;-13,0614;0;;;;;;;;;;;;;;;;-0,372446;-8,221;0;;;;1990-01-01;2021-09-01;381;0;0;0;0;0;0;5;2;0;3;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;TC (2-1999);126,128601;4,8014;TC (2-2000);142,464297;5,4232;TC (3-2004);115,530398;4,6563;AO (4-2006);-117,746542;-4,7044;AO (4-2020);-143,081779;-5,5939;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;FullResiduals;0,547093;-0,032039;4,177549;19,166059;24,722935;23,849227;64,759156;62,257998;0,44524;0,413953;-1,146261;10,599068;-0,495758;2,912551;Additive;1;2,365944873;13;S3X3;2,264131334;Present;0;0;Present;ProbablyNone;0;0;None;None;0,000247237;0,842148536;None;None;0,000000893;0,938352576;None;None;0,012023525;0,871422411;623,118682;22,422388;212,022333;234,961652;51,783133;AT.AT.AT.At.AT.AT;0,44524;0,616801;7,312821;4,819475;0,5803;--.--.a-.--.At.--;0;0,942701;4,622829;2,612026;0,350725;--.--.--.--.--.--;0;1,245264;3,560794;2,530152;0,541794;--.--.--.--.--.--;-0,451063398;0,566259;0,566259;0,938184;0,938184;1,091874;1,091874;0,132239245;0,087444899;0,682972436;0,53564555;0,801733859;0,694347466;0,597028128;0,782343578;0,277023776;0,687473116;0,646883807;0,507975034;0,566529863;Good
RF3092;;12;1990-01-01;2021-09-01;381;0;0;None;-1608,230037433;-1608,230037433;130598,905618577;3238,460074866;3281,478837951;3239,199570664;6,029273663;8,89289658;3255,549248468;11;381;369;358;2;0;1;0;1;1;-0,278332;-0,5054;0,6136;;;;;;;-0,927429;-1,6918;0,0916;0,211309;0,6182;0,5368;;;;-0,476396;-8,3438;0;;;;1990-01-01;2021-09-01;381;0;1;0;0;0;0;5;0;3;2;0;0;Constant;-8,264985;-5,7491;;;;;;;;;;;;;;;;;;;;;;;;;;;;;TC (4-1990);87,350154;3,9782;TC (10-1990);84,120246;4,2984;LS (3-1991);92,607363;5,899;LS (4-1991);-165,520087;-9,5717;LS (7-1997);50,372437;4,5422;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;FullResiduals;-0,014197;-0,343655;4,433504;23,209311;19,038156;18,029592;63,933625;62,074581;2,479277;2,385719;1,033474;8,952936;0,536339;2,620703;Additive;1;2,100439718;13;S3X3;2,852739619;Present;0;0;Present;None;0;0;None;None;0,00002501;0,072583819;None;None;0;0,910901512;None;None;0,062710116;0,840877212;494,337866;15,153858;218,379653;240,845542;47,545467;AT.AT.AT.At.a-.AT;2,479277;0,337632;11,907692;18,995144;1,616106;--.a-.--.--.--.--;0,042721;0,551417;5,729529;5,817429;0,642757;--.--.--.--.--.--;0,2925;0,540956;1,555831;1,362844;0,567289;--.--.--.--.--.--;-0,183032678;1,718631;1,718631;0,774049;0,774049;0,585547;0,585547;0,192955917;0,178163443;0,550219859;0,787714044;0,869488812;0,458904152;0,626293839;0,690595891;0,431613757;0,463454942;0,427058327;0,532760607;0,582134896;Good
RF3101;;12;1990-01-01;2021-09-01;381;0;0;None;-1327,193346792;-1327,193346792;28615,204521683;2692,386693585;2766,64026941;2694,570601631;4,642592862;7,51804421;2721,886906893;19;381;368;349;1;1;2;0;1;1;-1,445779;-17,6287;0;0,448104;5,6443;0;;;;-0,872613;-19,5369;0;;;;;;;-0,54248;-10,1406;0;;;;1990-01-01;2021-09-01;381;0;0;1;6;15;1;6;3;2;1;0;0;;;;Leap year;4,870467;1,823;monday;-0,066968;-0,0773;tuesday;1,309493;1,5206;wednesday;1,220636;1,4032;thursday;0,838358;0,9719;friday;0,792907;0,909;saturday;-2,571227;-2,9962;td-derived;-1,523198;-1,7612;10,525606;Easter [15];-5,858761;-3,2179;LS (1-1995);-43,671251;-7,0733;LS (10-1997);29,926;4,8559;AO (5-2000);31,784455;4,3852;AO (5-2011);31,636242;4,3636;TC (3-2020);-37,536548;-4,5789;AO (4-2020);-36,676616;-4,6754;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;FullResiduals;1,271928;-0,365368;4,542775;25,473961;19,047499;18,216557;113,016099;110,672664;0,159609;0,152503;0,014195;8,226466;0,867576;11,57996;Additive;1;3,240068977;13;S3X5;3,536860076;Present;0;0;Present;ProbablyNone;0;0;None;None;0,000000323;0,762471191;None;None;0,000000073;0,937990153;None;None;0,078956298;0,853359254;570,107071;39,988245;256,027295;279,748904;113,298622;At.AT.AT.AT.AT.AT;0,159609;0,370235;7,902564;5,981623;0,724138;--.a-.--.--.--.--;0;0,828999;3,933002;3,595061;0,694707;--.--.--.--.--.--;0;1,033714;1,461538;1,174819;0,525491;-T.--.--.--.--.--;-0,398576282;0,078707;0,078707;0,01823;0,01823;0,021423;0,021423;0,498706916;0,281874118;1,120034488;0,015754281;1,097769886;0,18525597;0,338372396;0,628620903;0,235586549;0,226727861;0,183135198;0,471216996;0,494618924;Good
RF3102;;12;1990-01-01;2021-09-01;381;0;0;None;-849,063643861;-849,063643861;1926,975642994;1786,127287721;1958,082937001;1798,387349641;2,345970738;5,320877546;1854,443571172;44;381;368;324;3;1;1;0;1;1;-0,885083;-42,6552;0;;;;;;;0,639368;10,7831;0;0,356931;5,2492;0;-0,128907;-2,1839;0,0297;0,999999;34,4915;0;;;;1990-01-01;2021-09-01;381;0;0;1;6;0;0;31;14;10;7;0;0;;;;Leap year;0,029414;0,245;monday;0,029462;0,1327;tuesday;0,358893;1,5928;wednesday;0,551327;2,4656;thursday;0,171908;0,7761;friday;-0,139452;-0,6201;saturday;-0,474797;-2,1268;td-derived;-0,497342;-2,1825;1,617253;;;;TC (12-2011);5,260803;5,6897;AO (3-2012);-4,0612;-4,481;TC (6-2012);-8,576745;-10,8532;AO (8-2012);16,234931;9,5779;LS (12-2012);15,274521;10,925;TC (1-2013);-5,215875;-4,8346;LS (2-2013);8,073839;8,1849;LS (4-2013);22,255435;14,9558;LS (5-2013);-16,717665;-16,5731;AO (7-2013);25,805281;27,1683;AO (8-2013);-27,684913;-14,457;AO (10-2013);10,040298;8,3096;LS (4-2014);-3,609063;-3,9109;LS (6-2014);-3,95728;-4,5081;AO (9-2015);-10,433846;-11,5915;AO (10-2015);-10,671702;-8,7227;LS (11-2015);14,536551;21,0785;LS (3-2016);-6,592527;-9,7167;TC (4-2016);12,3583;11,1378;AO (8-2016);6,388174;5,9966;LS (1-2017);8,712315;16,127;AO (6-2018);11,435891;12,1308;LS (9-2018);-6,402573;-12,4033;AO (5-2019);14,47113;7,7843;AO (12-2019);10,607879;8,1506;TC (3-2020);-59,099939;-43,3531;AO (4-2020);-86,588936;-43,0714;AO (5-2020);-13,943394;-5,9776;TC (8-2020);28,92931;25,1698;AO (1-2021);12,709618;4,8723;0;FullResiduals;1,815326;0,398233;6,729797;96,660883;162,646487;156,241496;915,575624;883,473493;45,762543;43,95308;1,090388;20,352149;2,23091;7,726352;Additive;1;7,819666816;23;S3X3;1,842426737;None;0;0;None;Present;0;0;None;None;0;0,030087853;None;None;0;0,61216021;None;None;0;0,897852681;520,825338;20,713116;26,392542;47,789341;12,518964;At.AT.AT.AT.AT.AT;45,762543;2,129176;7,482051;9,279108;1,99291;--.--.At.--.--.-T;86,362689;0,173888;3,918114;2,323607;0,38621;--.--.--.--.--.--;111,319727;0,430831;3,099256;2,700045;0,525991;--.--.--.--.--.--;-0,520612547;1,051063;1,051063;1,313024;1,313024;1,382858;1,382858;0,207700158;0,188846544;3;0,819222605;2,406507158;0,863029305;1,452702456;0,833218961;0,594784501;1,637237922;1,546914848;1,289566141;1,442830895;Severe
