;Europe * France;Europe * Spain;Europe * Greece;Asia * China;Asia * Japon;Asia * India
2011-04-01;0,995951;0,955955;10,141156;0,95803;6,094835;4,205494
2011-05-01;1,022388;1,017733;-1,417812;0,937832;-1,645665;2,088007
2011-06-01;0,985571;0,995627;13,449913;1,19672;18,525636;10,734356
2011-07-01;1,016839;1,020436;14,489137;1,067973;8,426748;1,97118
2011-08-01;1,025102;0,995736;-27,877665;1,111254;-52,880913;-31,057017
2011-09-01;1,001372;0,964145;11,147476;1,220989;17,837925;7,201876
2011-10-01;1,022602;1,017965;8,986587;0,99777;11,379613;6,378124
2011-11-01;0,985405;1,020386;-4,067536;0,911282;5,116522;2,809863
2011-12-01;1,010902;1,046614;-36,981899;0,769256;-36,30948;-21,345175
2012-01-01;0,993744;1,027902;-0,399387;0,896239;3,880664;7,382202
2012-02-01;0,909493;0,93182;-3,390208;0,915771;-0,439517;7,067008
2012-03-01;1,023588;0,985897;15,909498;0,992164;16,403586;7,596304
2012-04-01;0,996257;0,97083;10,728473;0,955851;5,516497;4,414039
2012-05-01;1,027391;1,029716;-0,265768;0,964237;2,549179;3,311852
2012-06-01;0,986348;1,001776;12,883836;1,147464;14,910567;7,305325
2012-07-01;1,023476;1,02396;13,779252;1,109537;14,892397;4,24783
2012-08-01;1,024337;0,989973;-29,307548;1,115965;-51,754483;-30,014384
2012-09-01;1,003284;0,962845;10,292847;1,144462;8,737653;1,623536
2012-10-01;1,020001;1,005361;8,434522;1,083504;20,244251;11,612104
2012-11-01;0,983904;1,02018;-5,508683;0,909464;4,62291;2,447023
2012-12-01;1,007812;1,04201;-32,914913;0,738023;-38,689814;-23,987872
2013-01-01;0,990202;1,013614;1,702513;0,930118;6,627007;10,096722
2013-02-01;0,908304;0,931772;-3,788757;0,906272;-2,432774;0,697108
2013-03-01;1,021874;0,991413;14,432222;0,955532;1,997587;5,574146
2013-04-01;0,998354;0,989755;11,67576;0,987243;17,624678;7,247132
2013-05-01;1,031359;1,043684;-0,485896;0,957348;2,873075;2,031712
2013-06-01;0,987577;1,001075;12,409293;1,101177;10,047086;4,380759
2013-07-01;1,029898;1,02921;13,243934;1,153346;19,685832;6,235163
2013-08-01;1,023645;0,992055;-30,296267;1,081694;-54,196395;-31,464403
2013-09-01;1,000332;0,95343;8,915928;1,195304;12,619725;4,069879
2013-10-01;1,018806;0,985103;8,3457;1,092407;20,252825;12,01832
2013-11-01;0,981629;1,015321;-5,507947;0,875133;0,290551;-0,034184
2013-12-01;1,007536;1,033651;-29,309278;0,758513;-31,625269;-20,891381
2014-01-01;0,987654;1,00307;1,965429;0,930692;6,127609;10,084284
2014-02-01;0,907197;0,940759;-3,618958;0,909064;-2,294553;1,003881
2014-03-01;1,020274;1,006738;12,869336;0,956353;8,707138;5,7091
2014-04-01;1,00098;1,012139;11,610084;0,984311;9,159979;6,587128
2014-05-01;1,035233;1,052017;-0,386517;0,919709;-1,348569;-1,653587
2014-06-01;0,989532;0,984485;11,787417;1,13887;13,016364;6,763107
2014-07-01;1,034081;1,032014;13,311181;1,152792;18,183234;4,460235
2014-08-01;1,020576;1,002851;-29,667476;1,046222;-55,601546;-32,88631
2014-09-01;0,996226;0,936526;7,920882;1,248072;16,007238;7,218143
2014-10-01;1,01791;0,970739;8,035915;1,095693;18,966301;12,281803
2014-11-01;0,981477;1,016262;-5,466734;0,843047;-4,208422;-1,919827
2014-12-01;1,009229;1,026084;-26,281322;0,778709;-24,73954;-17,294091
2015-01-01;0,986246;0,997834;0,905693;0,897958;2,169005;7,429254
2015-02-01;0,905338;0,949898;-3,577967;0,913933;-2,149449;0,937494
2015-03-01;1,020273;1,028519;11,383337;0,9939;11,512996;8,589541
2015-04-01;1,005144;1,018893;10,616224;0,982501;9,32174;5,851156
2015-05-01;1,034865;1,047567;-0,638223;0,88672;-5,115347;-4,61256
2015-06-01;0,991178;0,971855;12,026447;1,179297;16,216553;9,340011
